Date,Open,High,Low,Close
28-February-2011,6838.94,6998.18,6827.09,6850.40,
1-March-2011,6888.55,7085.07,6888.55,7076.23,
3-March-2011,7045.74,7127.80,7018.60,7087.67,
4-March-2011,7120.97,7175.70,7077.73,7090.36,
7-March-2011,7052.81,7052.81,6944.25,7000.55,
8-March-2011,7013.24,7085.51,7013.24,7075.81,
9-March-2011,7096.06,7125.93,7044.54,7097.30,
10-March-2011,7085.60,7085.60,7037.96,7060.64,
11-March-2011,7039.69,7077.50,6965.93,6997.96,
14-March-2011,6996.86,7090.46,6996.86,7084.25,
15-March-2011,7003.14,7034.93,6901.25,6982.76,
16-March-2011,7005.98,7090.77,7005.98,7065.11,
17-March-2011,7033.00,7071.93,6993.32,7006.69,
18-March-2011,7032.11,7041.81,6915.68,6925.81,
21-March-2011,6951.67,6966.54,6893.90,6912.69,
22-March-2011,6935.40,6989.21,6934.54,6969.31,
23-March-2011,6966.48,7046.02,6963.61,7043.64,
24-March-2011,7062.63,7104.29,7062.63,7095.85,
25-March-2011,7126.79,7243.02,7126.79,7229.45,
28-March-2011,7225.87,7290.32,7225.87,7267.57,
29-March-2011,7268.83,7349.07,7268.83,7318.15,
30-March-2011,7332.94,7410.88,7332.94,7397.71,
31-March-2011,7411.00,7471.35,7378.70,7437.26,
1-April-2011,7440.05,7474.48,7434.68,7464.43,
4-April-2011,7478.32,7583.91,7478.32,7573.05,
5-April-2011,7581.34,7608.48,7535.73,7597.09,
6-April-2011,7600.47,7651.27,7563.37,7592.74,
7-April-2011,7594.62,7631.59,7581.67,7605.81,
8-April-2011,7608.28,7643.25,7513.99,7538.20,
11-April-2011,7523.67,7526.55,7462.24,7470.57,
13-April-2011,7451.04,7618.32,7423.33,7609.98,
15-April-2011,7601.24,7611.85,7507.73,7527.54,
18-April-2011,7528.66,7617.88,7416.72,7424.00,
19-April-2011,7422.88,7451.49,7381.56,7438.97,
20-April-2011,7478.14,7560.34,7462.96,7557.85,
21-April-2011,7581.98,7622.68,7564.36,7582.27,
25-April-2011,7562.13,7617.83,7562.13,7581.61,
26-April-2011,7584.72,7599.31,7496.28,7574.77,
27-April-2011,7592.81,7608.17,7537.04,7549.14,
28-April-2011,7567.68,7574.80,7482.90,7489.56,
29-April-2011,7492.87,7513.42,7387.97,7427.14,
2-May-2011,7449.52,7463.28,7350.65,7366.53,
3-May-2011,7361.33,7383.91,7193.29,7203.30,
4-May-2011,7209.40,7213.19,7126.62,7169.26,
5-May-2011,7170.98,7205.59,7057.57,7073.78,
6-May-2011,7095.27,7191.47,7090.86,7180.70,
9-May-2011,7209.77,7221.54,7139.02,7187.48,
10-May-2011,7195.80,7237.38,7156.04,7182.19,
11-May-2011,7195.82,7225.45,7173.72,7215.50,
12-May-2011,7201.59,7234.33,7123.09,7130.29,
13-May-2011,7138.54,7259.06,7118.08,7205.83,
16-May-2011,7198.06,7198.06,7135.02,7144.52,
17-May-2011,7151.79,7184.15,7059.56,7079.74,
18-May-2011,7089.19,7105.11,7026.91,7044.24,
19-May-2011,7063.52,7078.84,7026.63,7040.93,
20-May-2011,7055.30,7134.56,7049.51,7101.35,
23-May-2011,7086.47,7086.47,6973.98,6983.92,
24-May-2011,6989.53,7021.98,6968.15,6997.64,
25-May-2011,6990.89,6990.89,6932.82,6950.18,
26-May-2011,6969.09,7013.99,6965.31,7007.51,
27-May-2011,7023.57,7104.82,7023.57,7097.94,
30-May-2011,7111.68,7149.55,7098.23,7120.34,
31-May-2011,7129.02,7237.28,7129.02,7233.85,
1-June-2011,7240.14,7284.81,7240.14,7275.98,
2-June-2011,7232.49,7245.70,7200.80,7224.46,
3-June-2011,7238.97,7291.32,7171.59,7180.73,
6-June-2011,7173.44,7197.57,7134.46,7188.99,
7-June-2011,7173.71,7237.82,7173.71,7227.60,
8-June-2011,7215.72,7241.78,7189.43,7200.60,
9-June-2011,7200.08,7221.07,7176.56,7193.91,
10-June-2011,7194.97,7198.74,7124.40,7151.82,
13-June-2011,7145.53,7164.04,7096.78,7156.92,
14-June-2011,7160.76,7206.08,7160.76,7182.56,
15-June-2011,7180.88,7181.60,7112.15,7118.06,
16-June-2011,7099.69,7114.45,7051.13,7059.97,
17-June-2011,7076.43,7083.78,7002.10,7010.89,
20-June-2011,7025.36,7025.36,6789.01,6859.34,
21-June-2011,6876.93,6930.71,6853.80,6867.30,
22-June-2011,6890.53,6906.15,6832.91,6849.18,
23-June-2011,6843.50,6895.43,6809.17,6884.23,
24-June-2011,6902.89,7067.83,6902.89,7061.30,
27-June-2011,7037.40,7157.58,7037.40,7135.87,
28-June-2011,7155.40,7180.47,7111.29,7161.68,
29-June-2011,7175.82,7228.70,7175.82,7222.92,
30-June-2011,7233.76,7274.85,7232.02,7265.32,
1-July-2011,7296.61,7322.03,7246.36,7270.10,
4-July-2011,7301.54,7335.99,7294.48,7316.07,
5-July-2011,7321.45,7321.45,7276.93,7298.02,
6-July-2011,7294.34,7328.69,7277.30,7289.89,
7-July-2011,7300.70,7409.90,7300.70,7405.24,
8-July-2011,7406.62,7417.00,7311.41,7322.09,
11-July-2011,7315.03,7315.85,7258.57,7272.45,
12-July-2011,7228.81,7242.23,7142.85,7177.17,
13-July-2011,7193.66,7263.12,7193.66,7255.42,
14-July-2011,7247.53,7334.60,7213.61,7277.46,
15-July-2011,7303.53,7345.21,7247.69,7261.52,
18-July-2011,7268.96,7295.65,7245.33,7255.92,
19-July-2011,7258.79,7317.78,7252.37,7300.96,
20-July-2011,7326.53,7338.77,7226.66,7233.40,
21-July-2011,7234.59,7250.60,7189.77,7197.53,
22-July-2011,7225.28,7310.72,7225.28,7305.41,
25-July-2011,7311.47,7376.87,7295.85,7359.61,
26-July-2011,7365.75,7384.62,7231.26,7245.31,
27-July-2011,7258.20,7266.02,7191.64,7223.30,
28-July-2011,7190.84,7190.84,7140.43,7147.99,
29-July-2011,7144.70,7187.70,7103.90,7111.31,
1-August-2011,7148.11,7197.91,7108.82,7138.08,
2-August-2011,7130.58,7130.58,7036.30,7062.27,
3-August-2011,7027.89,7027.89,6973.34,7011.32,
4-August-2011,7022.21,7062.42,6926.80,6934.19,
5-August-2011,6847.48,6847.48,6661.95,6788.67,
8-August-2011,6685.62,6763.85,6586.87,6676.02,
9-August-2011,6552.03,6717.20,6490.92,6614.17,
10-August-2011,6711.13,6751.87,6685.10,6724.16,
11-August-2011,6704.70,6747.34,6684.70,6697.12,
12-August-2011,6742.85,6746.04,6617.79,6629.50,
16-August-2011,6673.69,6692.20,6540.40,6558.92,
17-August-2011,6570.73,6627.24,6523.16,6561.37,
18-August-2011,6577.88,6581.71,6404.20,6418.92,
19-August-2011,6360.56,6360.56,6246.00,6311.34,
22-August-2011,6315.01,6392.62,6273.38,6386.00,
23-August-2011,6412.47,6462.27,6350.24,6443.11,
24-August-2011,6442.81,6481.53,6365.30,6378.40,
25-August-2011,6393.25,6412.62,6310.81,6323.83,
26-August-2011,6325.93,6351.90,6165.06,6192.03,
29-August-2011,6248.81,6404.22,6248.81,6391.64,
30-August-2011,6433.93,6499.61,6404.48,6487.22,
2-September-2011,6559.20,6566.66,6490.15,6538.08,
5-September-2011,6503.61,6538.14,6475.70,6526.67,
6-September-2011,6514.02,6578.89,6450.56,6571.47,
7-September-2011,6587.34,6688.53,6587.34,6658.30,
8-September-2011,6672.82,6706.62,6636.84,6688.68,
9-September-2011,6695.47,6711.06,6571.74,6582.43,
12-September-2011,6533.34,6533.34,6413.43,6443.10,
13-September-2011,6472.39,6546.51,6409.71,6440.27,
14-September-2011,6455.13,6523.76,6416.32,6510.47,
15-September-2011,6540.78,6591.69,6475.74,6578.21,
16-September-2011,6619.75,6647.01,6575.63,6596.34,
19-September-2011,6579.81,6580.06,6533.30,6543.86,
20-September-2011,6550.31,6666.03,6549.95,6656.77,
21-September-2011,6663.04,6697.95,6641.31,6667.70,
22-September-2011,6607.09,6607.09,6405.59,6419.49,
23-September-2011,6384.54,6424.14,6306.41,6356.36,
26-September-2011,6367.08,6367.08,6208.73,6293.39,
27-September-2011,6351.82,6454.37,6351.82,6443.12,
28-September-2011,6476.51,6476.51,6383.06,6404.19,
29-September-2011,6390.22,6477.59,6357.05,6464.65,
30-September-2011,6440.59,6483.91,6369.39,6385.76,
3-October-2011,6338.96,6338.96,6247.18,6274.53,
4-October-2011,6256.88,6300.95,6144.62,6177.55,
5-October-2011,6202.91,6229.13,6135.65,6143.55,
7-October-2011,6248.98,6329.76,6248.98,6281.88,
10-October-2011,6289.63,6395.03,6279.82,6385.93,
11-October-2011,6414.14,6469.03,6382.73,6394.14,
12-October-2011,6422.78,6540.30,6422.72,6532.64,
13-October-2011,6554.06,6580.40,6502.37,6511.65,
14-October-2011,6498.75,6575.41,6498.39,6567.08,
17-October-2011,6588.69,6600.87,6524.84,6552.50,
18-October-2011,6500.17,6500.17,6431.62,6458.31,
19-October-2011,6490.72,6575.79,6490.72,6568.95,
20-October-2011,6525.88,6525.88,6459.97,6515.68,
21-October-2011,6524.79,6550.59,6450.52,6461.12,
24-October-2011,6516.18,6565.29,6486.80,6497.97,
25-October-2011,6515.94,6603.13,6475.37,6583.83,
26-October-2011,6604.35,6630.77,6604.35,6614.04,
28-October-2011,6707.50,6794.05,6707.50,6782.19,
31-October-2011,6781.89,6796.79,6748.68,6763.26,
1-November-2011,6723.25,6758.23,6670.92,6695.18,
2-November-2011,6659.97,6738.65,6659.97,6693.54,
3-November-2011,6686.62,6718.75,6641.84,6706.10,
4-November-2011,6755.13,6787.42,6714.71,6742.08,
8-November-2011,6747.99,6768.54,6708.91,6742.52,
9-November-2011,6761.46,6769.95,6646.94,6655.75,
11-November-2011,6616.35,6633.75,6559.94,6585.87,
14-November-2011,6624.22,6650.47,6531.76,6538.17,
15-November-2011,6528.60,6546.37,6406.89,6418.25,
16-November-2011,6415.81,6415.81,6318.44,6368.99,
17-November-2011,6363.20,6377.19,6240.40,6253.96,
18-November-2011,6234.62,6234.62,6137.49,6214.08,
21-November-2011,6195.87,6195.87,6055.86,6068.66,
22-November-2011,6080.49,6147.37,6064.85,6101.74,
23-November-2011,6078.93,6078.93,5917.05,5972.48,
24-November-2011,5976.20,6051.86,5899.25,6039.99,
25-November-2011,6021.34,6074.77,5989.44,6008.93,
28-November-2011,6057.04,6170.05,6057.04,6165.48,
29-November-2011,6177.86,6185.12,6091.95,6105.72,
30-November-2011,6072.36,6136.50,6050.67,6117.00,
1-December-2011,6226.60,6309.82,6204.00,6224.60,
2-December-2011,6226.20,6368.22,6208.90,6357.37,
5-December-2011,6348.94,6370.20,6318.68,6351.70,
7-December-2011,6358.52,6416.65,6351.24,6369.78,
8-December-2011,6357.03,6362.64,6217.00,6236.09,
9-December-2011,6181.33,6208.56,6128.05,6151.79,
12-December-2011,6186.15,6195.71,6013.42,6024.15,
13-December-2011,6001.23,6074.95,5978.42,6050.54,
14-December-2011,6042.35,6091.80,5988.33,5998.32,
15-December-2011,5963.12,5995.40,5895.30,5974.13,
16-December-2011,5983.73,6049.35,5836.52,5855.86,
19-December-2011,5842.27,5842.27,5728.74,5787.70,
20-December-2011,5802.21,5813.61,5683.02,5694.35,
21-December-2011,5772.15,5861.83,5753.05,5845.99,
22-December-2011,5813.14,5905.67,5784.18,5900.03,
23-December-2011,5913.48,5940.59,5856.02,5877.83,
26-December-2011,5889.79,5955.33,5889.22,5946.14,
27-December-2011,5950.42,5975.21,5884.73,5908.85,
28-December-2011,5904.26,5908.67,5831.77,5851.48,
29-December-2011,5833.71,5849.18,5789.58,5797.68,
30-December-2011,5808.32,5843.84,5754.45,5778.68,
2-January-2012,5797.33,5806.28,5734.21,5785.83,
3-January-2012,5816.21,5950.73,5816.21,5942.39,
4-January-2012,5949.35,5974.02,5915.49,5934.43,
5-January-2012,5937.02,5972.83,5915.65,5934.77,
6-January-2012,5917.19,5974.66,5866.46,5934.40,
7-January-2012,5939.84,5947.37,5933.39,5942.19,
9-January-2012,5940.69,5964.20,5892.15,5947.54,
10-January-2012,5967.97,6087.60,5967.97,6080.88,
11-January-2012,6094.62,6130.53,6080.06,6110.26,
12-January-2012,6096.95,6140.36,6065.63,6097.16,
13-January-2012,6123.24,6185.85,6114.36,6146.50,
16-January-2012,6128.18,6161.57,6102.21,6155.78,
17-January-2012,6177.20,6273.84,6177.20,6258.40,
18-January-2012,6267.79,6279.70,6211.42,6227.93,
19-January-2012,6260.36,6316.54,6260.36,6311.34,
20-January-2012,6336.58,6365.32,6297.46,6344.09,
23-January-2012,6329.10,6373.82,6328.72,6346.06,
24-January-2012,6359.87,6460.64,6350.18,6444.56,
25-January-2012,6463.67,6508.92,6461.88,6497.43,
27-January-2012,6526.12,6562.06,6513.94,6554.58,
30-January-2012,6531.03,6531.03,6403.91,6417.22,
31-January-2012,6442.50,6562.69,6442.50,6549.31,
1-February-2012,6545.14,6611.77,6522.13,6605.00,
2-February-2012,6639.49,6680.85,6594.42,6650.48,
3-February-2012,6655.08,6727.12,6643.75,6717.47,
6-February-2012,6754.02,6822.06,6738.14,6779.41,
7-February-2012,6807.07,6821.59,6719.88,6738.02,
8-February-2012,6742.83,6820.54,6737.98,6788.91,
9-February-2012,6775.19,6858.14,6771.45,6847.44,
10-February-2012,6845.67,6889.36,6779.49,6825.15,
13-February-2012,6828.29,6865.96,6797.72,6839.78,
14-February-2012,6838.46,6887.89,6834.74,6878.82,
15-February-2012,6916.97,7033.13,6916.97,7023.11,
16-February-2012,7013.33,7044.13,6984.03,7032.08,
17-February-2012,7077.57,7146.24,7052.79,7076.99,
21-February-2012,7080.22,7145.40,7080.22,7129.67,
22-February-2012,7144.99,7166.28,6940.96,6960.61,
23-February-2012,6951.51,6991.69,6885.26,6933.15,
24-February-2012,6942.31,6989.49,6842.96,6871.91,
27-February-2012,6880.01,6880.01,6664.76,6678.83,
28-February-2012,6733.72,6840.72,6720.76,6831.83,
29-February-2012,6898.92,6939.70,6810.54,6857.28,
1-March-2012,6844.63,6844.63,6766.39,6809.48,
2-March-2012,6836.27,6874.37,6786.32,6821.64,
3-March-2012,6826.90,6838.72,6824.31,6827.80,
5-March-2012,6807.03,6807.03,6716.05,6732.47,
6-March-2012,6697.43,6851.08,6646.72,6661.39,
7-March-2012,6635.39,6682.01,6594.52,6651.12,
9-March-2012,6730.09,6800.49,6730.09,6793.45,
12-March-2012,6838.04,6859.31,6798.65,6838.03,
13-March-2012,6887.91,6933.00,6887.56,6922.46,
14-March-2012,6997.70,7001.32,6931.15,6961.43,
15-March-2012,6953.12,6953.12,6836.87,6858.29,
16-March-2012,6866.66,6932.96,6765.23,6775.79,
19-March-2012,6796.42,6796.42,6675.00,6697.01,
20-March-2012,6698.24,6749.47,6673.44,6726.66,
21-March-2012,6722.51,6853.95,6712.01,6844.85,
22-March-2012,6842.24,6879.66,6661.51,6679.49,
23-March-2012,6708.88,6771.25,6666.17,6737.92,
26-March-2012,6729.12,6729.12,6611.30,6619.91,
27-March-2012,6683.31,6717.20,6624.70,6676.94,
28-March-2012,6660.81,6672.13,6593.12,6617.16,
29-March-2012,6575.18,6625.02,6556.03,6614.89,
30-March-2012,6647.77,6767.34,6647.77,6759.63,
2-April-2012,6769.94,6824.06,6761.72,6806.09,
3-April-2012,6851.88,6887.06,6849.35,6864.24,
4-April-2012,6839.03,6854.05,6811.96,6835.13,
9-April-2012,6794.17,6794.17,6722.33,6730.78,
10-April-2012,6740.34,6751.45,6694.27,6734.03,
11-April-2012,6690.85,6756.23,6679.82,6707.13,
12-April-2012,6737.67,6783.86,6737.67,6760.98,
13-April-2012,6747.48,6811.09,6680.57,6689.94,
16-April-2012,6672.47,6725.51,6672.47,6718.82,
17-April-2012,6725.86,6794.07,6704.32,6788.99,
18-April-2012,6836.51,6857.98,6801.04,6806.86,
19-April-2012,6824.68,6842.52,6796.24,6833.46,
20-April-2012,6817.26,6839.27,6737.06,6777.81,
23-April-2012,6774.54,6808.48,6652.61,6662.83,
24-April-2012,6671.56,6696.19,6635.91,6679.96,
25-April-2012,6675.90,6702.54,6604.91,6650.58,
26-April-2012,6663.91,6663.91,6621.35,6629.67,
27-April-2012,6635.74,6672.36,6585.99,6622.89,
28-April-2012,6639.62,6659.21,6630.09,6650.25,
30-April-2012,6662.34,6712.35,6662.34,6698.51,
2-May-2012,6732.03,6741.87,6676.52,6687.94,
3-May-2012,6664.80,6664.80,6614.02,6622.15,
4-May-2012,6599.27,6609.64,6481.95,6496.99,
7-May-2012,6413.44,6546.72,6375.78,6534.95,
8-May-2012,6537.11,6552.26,6386.76,6406.07,
9-May-2012,6374.47,6417.36,6340.79,6358.22,
10-May-2012,6379.52,6434.31,6333.80,6348.82,
11-May-2012,6328.62,6353.40,6274.41,6300.73,
14-May-2012,6319.33,6330.93,6230.53,6262.70,
15-May-2012,6237.74,6317.16,6237.74,6306.76,
16-May-2012,6229.18,6241.18,6185.49,6214.37,
17-May-2012,6257.45,6296.75,6204.62,6222.92,
18-May-2012,6157.11,6257.05,6129.37,6241.20,
21-May-2012,6259.69,6300.44,6253.45,6263.56,
22-May-2012,6312.88,6319.35,6200.05,6209.65,
23-May-2012,6193.65,6195.08,6144.36,6176.39,
24-May-2012,6202.43,6272.45,6167.43,6263.39,
25-May-2012,6251.98,6290.94,6239.82,6272.97,
28-May-2012,6297.45,6357.82,6297.45,6350.89,
29-May-2012,6374.41,6387.14,6344.22,6352.29,
30-May-2012,6324.75,6326.55,6285.01,6290.01,
31-May-2012,6240.35,6292.51,6222.71,6280.04,
1-June-2012,6268.76,6284.48,6168.75,6177.22,
4-June-2012,6126.88,6187.00,6088.62,6178.64,
5-June-2012,6209.50,6237.82,6178.12,6194.73,
6-June-2012,6240.03,6356.90,6240.03,6345.26,
7-June-2012,6393.23,6412.83,6360.25,6406.54,
8-June-2012,6392.26,6442.79,6347.54,6429.05,
11-June-2012,6470.48,6498.54,6394.37,6407.76,
12-June-2012,6385.90,6486.95,6383.11,6476.48,
13-June-2012,6483.77,6510.32,6461.76,6481.45,
14-June-2012,6476.86,6491.35,6394.34,6399.89,
15-June-2012,6425.27,6494.28,6425.27,6487.13,
18-June-2012,6540.11,6547.91,6374.79,6396.60,
19-June-2012,6393.12,6449.67,6375.25,6440.74,
20-June-2012,6458.85,6494.15,6447.59,6474.67,
21-June-2012,6453.40,6534.62,6449.34,6530.90,
22-June-2012,6476.03,6528.42,6452.91,6513.78,
25-June-2012,6539.02,6578.58,6474.38,6483.63,
26-June-2012,6485.65,6510.95,6468.21,6500.12,
27-June-2012,6538.31,6544.68,6510.98,6525.50,
28-June-2012,6537.84,6547.83,6503.84,6530.99,
29-June-2012,6587.28,6686.19,6587.28,6682.47,
2-July-2012,6695.99,6724.91,6677.09,6700.36,
3-July-2012,6726.95,6751.74,6701.70,6726.86,
4-July-2012,6752.97,6758.96,6716.21,6751.19,
5-July-2012,6748.78,6797.05,6742.14,6787.47,
6-July-2012,6786.49,6786.49,6743.43,6766.75,
9-July-2012,6737.28,6748.26,6685.78,6703.09,
10-July-2012,6720.06,6789.38,6720.06,6786.22,
11-July-2012,6763.74,6789.06,6746.09,6750.12,
12-July-2012,6688.25,6702.46,6654.37,6677.17,
13-July-2012,6690.49,6721.47,6656.25,6662.97,
16-July-2012,6677.92,6686.76,6620.16,6626.81,
17-July-2012,6662.92,6671.25,6599.22,6607.62,
18-July-2012,6613.88,6641.01,6577.03,6633.61,
19-July-2012,6676.78,6684.36,6653.54,6661.44,
20-July-2012,6655.49,6660.17,6616.99,6628.65,
23-July-2012,6581.01,6581.74,6511.60,6523.04,
24-July-2012,6543.92,6553.03,6508.44,6542.05,
25-July-2012,6525.53,6525.53,6477.29,6511.39,
26-July-2012,6529.63,6529.63,6407.78,6420.14,
27-July-2012,6492.57,6537.55,6431.63,6450.80,
30-July-2012,6494.85,6578.10,6494.85,6571.97,
31-July-2012,6589.09,6611.40,6523.60,6605.70,
1-August-2012,6602.82,6639.60,6598.24,6632.78,
2-August-2012,6627.72,6634.72,6608.52,6630.55,
3-August-2012,6605.31,6621.46,6560.62,6615.20,
6-August-2012,6658.86,6704.08,6655.59,6681.04,
7-August-2012,6699.01,6752.61,6686.29,6735.73,
8-August-2012,6743.77,6775.64,6721.85,6730.25,
9-August-2012,6742.87,6764.82,6699.46,6713.50,
10-August-2012,6701.97,6716.53,6678.90,6707.11,
13-August-2012,6709.86,6751.88,6704.00,6748.31,
14-August-2012,6749.41,6789.30,6732.81,6781.15,
16-August-2012,6792.01,6797.92,6758.65,6763.75,
17-August-2012,6782.96,6813.95,6740.17,6765.45,
21-August-2012,6776.01,6826.55,6775.66,6823.27,
22-August-2012,6800.49,6834.09,6800.49,6808.43,
23-August-2012,6823.92,6848.80,6782.71,6803.79,
24-August-2012,6782.92,6789.23,6752.60,6774.19,
27-August-2012,6775.75,6788.72,6718.17,6722.47,
28-August-2012,6719.43,6728.20,6655.44,6690.28,
29-August-2012,6700.66,6702.74,6633.53,6640.56,
30-August-2012,6622.22,6679.59,6600.27,6663.60,
31-August-2012,6660.15,6670.40,6596.78,6632.34,
3-September-2012,6640.17,6662.49,6605.35,6616.57,
4-September-2012,6613.59,6649.52,6600.04,6645.79,
5-September-2012,6623.93,6635.72,6582.88,6595.55,
6-September-2012,6593.76,6640.10,6592.41,6613.49,
7-September-2012,6689.50,6725.81,6689.50,6721.37,
8-September-2012,6722.81,6755.41,6722.81,6748.41,
10-September-2012,6763.18,6770.53,6741.94,6756.37,
11-September-2012,6735.24,6787.60,6733.86,6784.60,
12-September-2012,6808.18,6828.88,6789.52,6825.33,
13-September-2012,6837.27,6849.93,6814.85,6823.79,
14-September-2012,6925.11,6970.38,6925.11,6961.31,
17-September-2012,7032.35,7050.97,6980.77,7016.58,
18-September-2012,7010.77,7050.90,7003.39,7029.41,
20-September-2012,6970.21,7015.38,6967.73,6979.94,
21-September-2012,7008.54,7157.09,7008.54,7131.84,
24-September-2012,7137.84,7174.07,7116.64,7124.49,
25-September-2012,7141.21,7170.75,7110.08,7140.64,
26-September-2012,7121.59,7152.90,7108.04,7133.26,
27-September-2012,7147.37,7178.88,7122.52,7132.46,
28-September-2012,7176.67,7243.40,7176.67,7206.51,
1-October-2012,7221.74,7245.63,7210.57,7241.46,
3-October-2012,7252.86,7280.66,7245.45,7267.59,
4-October-2012,7297.28,7357.76,7297.28,7328.47,
5-October-2012,7351.52,7364.54,7221.57,7279.23,
8-October-2012,7281.30,7282.04,7194.53,7204.03,
9-October-2012,7238.66,7271.05,7210.09,7239.27,
10-October-2012,7210.40,7224.00,7162.79,7168.19,
11-October-2012,7169.72,7253.65,7149.67,7241.41,
12-October-2012,7223.94,7278.43,7206.23,7213.64,
15-October-2012,7210.93,7231.73,7192.47,7222.15,
16-October-2012,7243.72,7258.79,7163.23,7172.10,
17-October-2012,7205.23,7216.40,7155.81,7182.81,
18-October-2012,7199.28,7261.40,7183.66,7257.70,
19-October-2012,7246.69,7257.78,7189.70,7214.02,
22-October-2012,7202.69,7249.95,7188.62,7244.33,
23-October-2012,7245.57,7259.36,7210.96,7215.23,
25-October-2012,7217.45,7239.44,7210.68,7231.17,
26-October-2012,7217.52,7228.14,7148.12,7168.43,
29-October-2012,7178.94,7207.66,7139.63,7160.95,
30-October-2012,7160.94,7188.83,7070.76,7079.19,
31-October-2012,7086.30,7124.35,7071.17,7118.77,
1-November-2012,7120.24,7166.70,7109.99,7158.58,
2-November-2012,7208.96,7236.62,7208.93,7220.81,
5-November-2012,7217.97,7235.85,7196.12,7218.84,
6-November-2012,7218.73,7250.66,7216.99,7247.43,
7-November-2012,7250.27,7315.14,7242.67,7292.76,
8-November-2012,7242.69,7285.88,7236.96,7279.68,
9-November-2012,7281.70,7307.78,7213.06,7218.32,
12-November-2012,7226.08,7250.80,7209.00,7234.16,
13-November-2012,7247.20,7247.97,7224.08,7233.14,
15-November-2012,7210.06,7210.06,7164.66,7196.35,
16-November-2012,7204.82,7224.67,7109.29,7123.69,
19-November-2012,7136.28,7149.30,7081.99,7103.82,
20-November-2012,7136.71,7147.11,7057.34,7082.19,
21-November-2012,7100.10,7131.15,7071.65,7126.76,
22-November-2012,7146.58,7169.59,7126.59,7152.87,
23-November-2012,7165.63,7169.83,7118.72,7151.70,
26-November-2012,7177.16,7200.18,7170.59,7184.91,
27-November-2012,7214.52,7298.04,7214.52,7291.07,
29-November-2012,7304.44,7410.24,7304.44,7402.20,
30-November-2012,7425.98,7478.35,7416.66,7472.45,
3-December-2012,7480.17,7508.27,7467.31,7489.49,
4-December-2012,7487.71,7525.19,7479.76,7513.99,
5-December-2012,7540.06,7559.34,7528.00,7533.65,
6-December-2012,7561.54,7588.49,7476.02,7578.41,
7-December-2012,7595.63,7611.55,7529.81,7551.62,
10-December-2012,7562.53,7574.24,7538.28,7558.58,
11-December-2012,7581.31,7627.07,7494.34,7535.92,
12-December-2012,7554.18,7570.46,7515.75,7528.79,
13-December-2012,7544.49,7554.48,7460.59,7470.69,
14-December-2012,7470.24,7517.06,7462.32,7512.04,
17-December-2012,7510.24,7533.89,7499.13,7507.64,
18-December-2012,7524.39,7566.34,7468.22,7558.66,
19-December-2012,7588.57,7614.68,7587.07,7604.62,
20-December-2012,7614.04,7614.04,7551.05,7590.11,
21-December-2012,7567.00,7567.00,7486.79,7492.41,
24-December-2012,7522.33,7526.06,7497.53,7504.69,
26-December-2012,7519.93,7579.37,7519.93,7560.61,
27-December-2012,7582.28,7586.04,7521.23,7528.32,
28-December-2012,7540.55,7580.29,7539.83,7572.36,
31-December-2012,7577.73,7593.39,7573.50,7581.57,
1-January-2013,7613.36,7661.62,7613.36,7650.75,
2-January-2013,7689.09,7723.88,7689.09,7703.19,
3-January-2013,7726.34,7739.18,7699.27,7729.66,
4-January-2013,7734.81,7746.40,7702.74,7742.53,
7-January-2013,7762.01,7774.33,7713.37,7725.93,
8-January-2013,7723.51,7739.89,7694.11,7734.13,
9-January-2013,7748.15,7769.86,7688.21,7701.59,
10-January-2013,7727.92,7746.59,7665.66,7689.48,
11-January-2013,7732.12,7732.32,7628.63,7641.13,
14-January-2013,7660.87,7748.48,7645.17,7734.11,
15-January-2013,7757.47,7780.88,7728.72,7763.87,
16-January-2013,7764.33,7773.48,7673.25,7684.99,
17-January-2013,7696.36,7745.26,7682.36,7728.04,
18-January-2013,7751.93,7778.65,7730.02,7743.27,
21-January-2013,7776.11,7777.16,7747.82,7764.36,
22-January-2013,7766.97,7792.70,7701.00,7710.18,
23-January-2013,7722.95,7742.47,7650.12,7694.86,
24-January-2013,7697.96,7707.35,7600.10,7610.20,
25-January-2013,7617.81,7702.98,7605.91,7696.35,
28-January-2013,7711.37,7723.85,7688.20,7701.87,
29-January-2013,7700.72,7746.94,7654.98,7661.06,
30-January-2013,7680.52,7695.90,7654.26,7667.05,
31-January-2013,7660.79,7678.38,7646.42,7665.74,
1-February-2013,7673.22,7697.72,7624.37,7636.78,
4-February-2013,7666.48,7678.49,7594.25,7600.96,
5-February-2013,7578.47,7580.21,7547.79,7563.84,
6-February-2013,7594.95,7610.76,7563.14,7570.57,
7-February-2013,7554.11,7597.25,7517.26,7530.01,
8-February-2013,7530.48,7547.40,7456.71,7479.30,
11-February-2013,7495.41,7495.68,7460.77,7472.69,
12-February-2013,7480.26,7497.33,7443.27,7491.83,
13-February-2013,7516.45,7549.24,7475.25,7485.09,
14-February-2013,7491.99,7494.70,7404.33,7419.94,
15-February-2013,7402.92,7427.32,7368.14,7416.24,
18-February-2013,7427.30,7456.34,7419.86,7437.83,
19-February-2013,7448.04,7513.37,7430.60,7503.39,
20-February-2013,7531.05,7535.53,7499.94,7505.17,
21-February-2013,7473.68,7473.68,7370.74,7379.41,
22-February-2013,7417.81,7417.81,7362.68,7384.79,
25-February-2013,7410.82,7414.34,7333.17,7365.70,
